WInfoID,daily,season,pm25,rainPrec,cloudCover,WindSpeed,relHumid,visibility,mean,routeID,locID,stationID
16943,10/21/2019 14:33,,,,,,,,8.9,r38,cor14,
16944,4/21/2020 22:49,,,,,,,,9.128695652,r58,cor9,
16945,10/21/2019 13:53,,,,,,,,5.41875,r32,cor26,
16946,10/28/2018 22:19,,,,,,,,2.52916667,r26,cor18,
16947,4/18/2020 8:35,,,,,,,,7.99166667,r51,cor21,
16948,4/21/2020 22:16,,,,,,,,3.89141667,r5,cor5,
16949,4/21/2020 21:37,,,,,,,,8.396458333,r56,cor4,
16950,4/18/2020 9:18,,,,,,,,9.918333333,r71,cor41,
16951,10/21/2019 13:22,,,,,,,,24.59395833,r6,cor1,
16952,4/18/2020 10:30,,,,,,,,26.798125,r2,cor9,
16953,10/21/2019 13:47,,,,,,,,24.8175,r20,cor15,
16954,4/21/2020 20:38,,,,,,,,12.75,r28,cor22,
16955,10/28/2018 21:51,,,,,,,,21.2166667,r70,cor10,
16956,4/21/2020 22:45,,,,,,,,29.788125,r21,cor38,
16957,10/28/2018 21:05,,,,,,,,8.41778333,r50,cor41,
16958,10/21/2019 14:49,,,,,,,,4.193333333,r35,cor43,
16959,4/21/2020 20:55,,,,,,,,1.1395833,r48,cor34,
16960,4/21/2020 23:10,,,,,,,,13.485625,r9,cor46,
16961,10/28/2018 21:57,,,,,,,,11.514375,r46,cor44,
16962,10/28/2018 21:12,,,,,,,,8.76283333,r19,cor26,
16963,10/21/2019 13:04,,,,,,,,3.93528333,r56,cor3,
16964,10/21/2019 14:26,,,,,,,,15.798125,r42,cor30,
16965,10/28/2018 22:08,,,,,,,,2.226875,r66,cor43,
16966,10/28/2018 21:12,,,,,,,,7.78129323,r15,cor35,
16967,4/18/2020 9:57,,,,,,,,9.152978723,r38,cor34,
16968,4/18/2020 9:17,,,,,,,,23.676875,r24,cor17,
16969,4/18/2020 8:41,,,,,,,,9.92625,r79,cor1,
16970,4/21/2020 21:15,,,,,,,,13.65625,r39,cor38,
16971,4/18/2020 10:03,,,,,,,,27.678125,r45,cor9,
16972,10/28/2018 22:40,,,,,,,,32.77833,r12,cor15,
16973,10/21/2019 14:24,,,,,,,,22.3914167,r10,cor36,
16974,4/21/2020 21:06,,,,,,,,8.81283333,r29,cor40,
16975,10/28/2018 20:21,,,,,,,,26.19583333,r44,cor25,
16976,4/18/2020 10:45,,,,,,,,16.94583333,r1,cor15,
16977,10/21/2019 14:40,,,,,,,,17.37916667,r44,cor40,
16978,4/18/2020 10:24,,,,,,,,15.941667,r14,cor37,
16979,10/28/2018 22:40,,,,,,,,37.45833333,r52,cor3,
16980,4/21/2020 20:32,,,,,,,,19.99583333,r52,cor39,
16981,10/21/2019 13:40,,,,,,,,18.83125,r44,cor42,
16982,10/21/2019 15:20,,,,,,,,3.627291667,r16,cor2,
16983,4/21/2020 20:56,,,,,,,,7.23333333,r62,cor20,
16984,10/28/2018 20:50,,,,,,,,18.6291667,r16,cor1,
16985,10/21/2019 13:43,,,,,,,,29.4458333,r14,cor10,
16986,10/21/2019 14:16,,,,,,,,56.719375,r51,cor29,
16987,10/28/2018 22:12,,,,,,,,35.24958333,r77,cor24,
16988,4/21/2020 22:23,,,,,,,,14.7452833,r14,cor29,
16989,10/21/2019 14:30,,,,,,,,3.147291667,r32,cor20,
16990,4/21/2020 22:45,,,,,,,,7.454375,r31,cor20,
16991,10/28/2018 20:59,,,,,,,,8.6,r76,cor14,
16992,10/28/2018 22:33,,,,,,,,17.2458333,r66,cor6,
16993,4/18/2020 10:27,,,,,,,,1.7375,r70,cor34,
16994,4/18/2020 9:05,,,,,,,,18.8125,r29,cor29,
16995,4/21/2020 22:52,,,,,,,,42.166875,r49,cor41,
16996,4/18/2020 10:06,,,,,,,,4.92145833,r5,cor16,
16997,10/28/2018 20:07,,,,,,,,39.9625,r7,cor11,
16998,10/28/2018 21:03,,,,,,,,33.21479167,r46,cor19,
16999,10/28/2018 22:10,,,,,,,,43.98854167,r53,cor1,
17000,10/28/2018 22:29,,,,,,,,42.2833333,r56,cor36,
17001,10/28/2018 21:01,,,,,,,,43.26229167,r20,cor17,
17002,4/18/2020 10:47,,,,,,,,25.777833,r27,cor42,
17003,10/28/2018 20:11,,,,,,,,11.499375,r34,cor44,
17004,4/21/2020 23:06,,,,,,,,24.486875,r44,cor39,
17005,4/21/2020 22:24,,,,,,,,22.8425,r61,cor12,
17006,10/28/2018 21:41,,,,,,,,3.9141667,r4,cor43,
17007,4/18/2020 9:57,,,,,,,,2.4228333,r57,cor42,
17008,10/28/2018 22:00,,,,,,,,15.7177833,r57,cor11,
17009,4/18/2020 10:16,,,,,,,,2.68395833,r32,cor36,
17010,10/21/2019 14:41,,,,,,,,7.927291667,r73,cor45,
17011,10/28/2018 21:05,,,,,,,,16.11395833,r10,cor17,
17012,10/21/2019 15:09,,,,,,,,38.54,r39,cor18,
17013,4/21/2020 22:57,,,,,,,,19.253125,r7,cor34,
17014,10/21/2019 15:05,,,,,,,,7.23875,r9,cor39,
17015,10/21/2019 15:21,,,,,,,,13.69125,r68,cor2,
17016,10/28/2018 22:10,,,,,,,,15.4941667,r79,cor7,
17017,4/21/2020 22:58,,,,,,,,23.22541667,r40,cor35,
17018,10/21/2019 15:08,,,,,,,,8.7528333,r2,cor10,
17019,4/21/2020 22:46,,,,,,,,22.4145833,r21,cor32,
17020,10/21/2019 12:46,,,,,,,,16.4666667,r61,cor26,
17021,4/18/2020 8:56,,,,,,,,16.72958333,r25,cor15,
17022,10/21/2019 12:53,,,,,,,,23.74875,r77,cor21,
17023,4/21/2020 21:37,,,,,,,,8.738125,r32,cor36,
17024,10/28/2018 22:17,,,,,,,,17.74625,r23,cor44,
17025,10/28/2018 22:06,,,,,,,,26.84375,r45,cor10,
17026,10/28/2018 21:55,,,,,,,,6.462916667,r27,cor26,
17027,10/28/2018 20:45,,,,,,,,6.25416667,r19,cor11,
17028,4/21/2020 22:59,,,,,,,,26.84291667,r44,cor24,
17029,4/18/2020 8:12,,,,,,,,34.8333333,r24,cor10,
17030,4/21/2020 22:12,,,,,,,,12.16479167,r1,cor8,
17031,4/18/2020 10:14,,,,,,,,16.79354167,r10,cor15,
17032,10/28/2018 20:34,,,,,,,,2.1741667,r33,cor1,
17033,10/21/2019 14:16,,,,,,,,12.44375,r25,cor46,
17034,4/21/2020 21:11,,,,,,,,24.13625,r78,cor27,
17035,10/21/2019 13:58,,,,,,,,25.87645833,r63,cor24,
17036,10/28/2018 22:39,,,,,,,,6.865416667,r25,cor5,
17037,4/21/2020 22:41,,,,,,,,1.76783333,r79,cor18,
17038,10/28/2018 20:51,,,,,,,,3.94778333,r29,cor37,
17039,4/18/2020 8:41,,,,,,,,1.52833,r48,cor19,
17040,4/21/2020 21:51,,,,,,,,23.77625,r79,cor7,
17041,10/21/2019 14:51,,,,,,,,34.8479167,r33,cor46,
17042,4/21/2020 22:17,,,,,,,,3.223541667,r66,cor13,
17043,4/21/2020 21:37,,,,,,,,8.9641667,r43,cor20,
17044,10/28/2018 21:24,,,,,,,,16.1125,r76,cor23,
17045,4/21/2020 20:48,,,,,,,,23.84375,r69,cor1,
17046,10/21/2019 14:23,,,,,,,,3.873958333,r61,cor8,
17047,4/21/2020 20:45,,,,,,,,1.611875,r1,cor2,
17048,10/21/2019 13:21,,,,,,,,2.45528333,r68,cor13,
17049,4/18/2020 10:38,,,,,,,,13.14395833,r79,cor36,
17050,4/21/2020 21:24,,,,,,,,46.3354167,r35,cor27,
17051,10/21/2019 14:48,,,,,,,,3.3478333,r26,cor21,
17052,4/21/2020 20:45,,,,,,,,25.565,r16,cor36,
17053,10/21/2019 12:52,,,,,,,,13.516875,r40,cor28,
17054,4/18/2020 9:56,,,,,,,,23.36625,r11,cor6,
17055,10/21/2019 13:24,,,,,,,,13.12916667,r58,cor25,
17056,4/21/2020 23:04,,,,,,,,2.337916667,r61,cor32,
17057,4/18/2020 10:32,,,,,,,,4.454583333,r65,cor33,
17058,10/21/2019 13:41,,,,,,,,22.464167,r61,cor19,
17059,4/18/2020 9:57,,,,,,,,42.862833,r3,cor40,
17060,10/28/2018 19:59,,,,,,,,21.275625,r63,cor3,
17061,10/28/2018 21:22,,,,,,,,14.6552833,r36,cor33,
17062,10/21/2019 13:27,,,,,,,,9.825,r8,cor19,
17063,10/21/2019 12:44,,,,,,,,18.377833,r5,cor2,
17064,10/21/2019 14:09,,,,,,,,8.876875,r77,cor5,
17065,10/21/2019 14:16,,,,,,,,,r32,cor17,
17066,10/21/2019 13:41,,,,,,,,,r27,cor5,
17067,10/28/2018 22:25,,,,,,,,,r56,cor28,
17068,4/18/2020 9:47,,,,,,,,,r68,cor31,
17069,10/21/2019 13:24,,,,,,,,,r75,cor31,
17070,10/21/2019 12:56,,,,,,,,,r41,cor9,
17071,4/21/2020 20:31,,,,,,,,,r76,cor3,
17072,10/28/2018 20:53,,,,,,,,,r17,cor42,
17073,4/21/2020 20:33,,,,,,,,,r37,cor32,
17074,4/18/2020 10:38,,,,,,,,,r13,cor38,
17075,4/21/2020 22:31,,,,,,,,,r37,cor21,
17076,10/28/2018 20:49,,,,,,,,,r75,cor22,
17077,4/21/2020 23:03,,,,,,,,,r60,cor3,
17078,4/18/2020 9:47,,,,,,,,,r55,cor26,
17079,10/28/2018 20:34,,,,,,,,,r46,cor45,
17080,10/21/2019 12:42,,,,,,,,,r73,cor25,
17081,4/18/2020 9:52,,,,,,,,,r73,cor14,
17082,4/21/2020 21:07,,,,,,,,,r77,cor9,
17083,4/21/2020 21:48,,,,,,,,,r8,cor37,
17084,4/18/2020 9:23,,,,,,,,,r14,cor34,
17085,4/18/2020 8:41,,,,,,,,,r65,cor11,
17086,10/28/2018 21:57,,,,,,,,,r60,cor40,
17087,10/21/2019 13:30,,,,,,,,,r1,cor33,
17088,4/21/2020 21:49,,,,,,,,,r47,cor37,
17089,10/21/2019 15:11,,,,,,,,,r26,cor22,
17090,4/21/2020 21:53,,,,,,,,,r31,cor23,
17091,10/28/2018 22:33,,,,,,,,,r58,cor22,
17092,10/28/2018 22:06,,,,,,,,,r72,cor6,
17093,4/21/2020 21:35,,,,,,,,,r8,cor5,
17094,4/21/2020 21:54,,,,,,,,,r12,cor1,
17095,10/21/2019 13:43,,,,,,,,,r27,cor13,
17096,10/21/2019 14:50,,,,,,,,,r44,cor19,
17097,10/28/2018 21:27,,,,,,,,,r1,cor23,
17098,4/18/2020 8:25,,,,,,,,,r27,cor28,
17099,4/21/2020 22:58,,,,,,,,,r3,cor18,
17100,4/18/2020 8:24,,,,,,,,,r76,cor19,
17101,10/28/2018 20:08,,,,,,,,,r23,cor46,
17102,10/28/2018 21:26,,,,,,,,,r45,cor12,
17103,10/21/2019 15:01,,,,,,,,,r21,cor9,
17104,4/21/2020 22:15,,,,,,,,,r38,cor41,
17105,4/18/2020 8:43,,,,,,,,,r32,cor37,
17106,10/28/2018 21:29,,,,,,,,,r33,cor6,
17107,4/18/2020 10:33,,,,,,,,,r11,cor47,
17108,10/21/2019 13:24,,,,,,,,,r62,cor26,
17109,4/21/2020 21:37,,,,,,,,,r74,cor11,
17110,10/28/2018 21:45,,,,,,,,,r78,cor28,
17111,10/28/2018 21:39,,,,,,,,,r72,cor15,
17112,4/18/2020 9:01,,,,,,,,,r40,cor33,
17113,4/18/2020 10:21,,,,,,,,,r31,cor34,
17114,10/21/2019 13:13,,,,,,,,,r65,cor33,
17115,10/21/2019 13:08,,,,,,,,,r67,cor18,
17116,4/18/2020 9:07,,,,,,,,,r31,cor1,
17117,4/21/2020 21:10,,,,,,,,,r33,cor7,
17118,4/18/2020 9:18,,,,,,,,,r9,cor16,
17119,4/18/2020 10:19,,,,,,,,,r25,cor33,
17120,4/21/2020 22:05,,,,,,,,,r33,cor11,
17121,4/18/2020 10:04,,,,,,,,,r37,cor29,
17122,10/21/2019 12:50,,,,,,,,,r37,cor16,
17123,10/21/2019 14:42,,,,,,,,,r78,cor5,
17124,4/21/2020 20:37,,,,,,,,,r14,cor33,
17125,10/28/2018 20:09,,,,,,,,,r53,cor4,
17126,10/21/2019 15:05,,,,,,,,,r32,cor27,
17127,4/21/2020 20:34,,,,,,,,,r49,cor20,
17128,10/28/2018 20:22,,,,,,,,,r16,cor21,
17129,10/28/2018 20:29,,,,,,,,,r52,cor30,
17130,4/21/2020 23:09,,,,,,,,,r35,cor15,
17131,10/21/2019 13:40,,,,,,,,,r19,cor36,
17132,10/28/2018 20:05,,,,,,,,,r51,cor8,
17133,4/21/2020 21:06,,,,,,,,,r13,cor22,
17134,10/28/2018 20:33,,,,,,,,,r52,cor34,
17135,4/18/2020 8:22,,,,,,,,,r15,cor45,
17136,10/28/2018 21:37,,,,,,,,,r40,cor25,
17137,4/21/2020 21:23,,,,,,,,,r66,cor17,
17138,4/21/2020 21:30,,,,,,,,,r61,cor2,
17139,10/21/2019 13:09,,,,,,,,,r78,cor26,
17140,4/21/2020 22:06,,,,,,,,,r14,cor12,
17141,4/18/2020 9:05,,,,,,,,0.469166667,r53,cor1,
17142,10/28/2018 20:21,,,,,,,,,r48,cor13,
17143,10/21/2019 13:19,,,,,,,,,r73,cor16,
17144,4/21/2020 21:51,,,,,,,,,r40,cor7,
17145,10/28/2018 21:57,,,,,,,,,r1,cor18,
17146,4/18/2020 8:41,,,,,,,,,r17,cor22,
17147,10/21/2019 13:57,,,,,,,,,r69,cor23,
17148,4/18/2020 8:31,,,,,,,,,r58,cor33,
17149,4/18/2020 10:35,,,,,,,,,r75,cor21,
17150,10/21/2019 14:53,,,,,,,,,r61,cor37,
17151,10/21/2019 14:47,,,,,,,,,r10,cor16,
17152,10/28/2018 20:47,,,,,,,,,r15,cor30,
17153,10/21/2019 14:06,,,,,,,,,r47,cor14,
17154,4/21/2020 20:51,,,,,,,,,r29,cor27,
17155,10/28/2018 22:05,,,,,,,,,r80,cor13,
17156,4/21/2020 22:24,,,,,,,,,r33,cor34,
17157,4/21/2020 20:52,,,,,,,,,r76,cor8,
17158,4/18/2020 10:35,,,,,,,,,r47,cor26,
17159,4/18/2020 10:34,,,,,,,,,r30,cor6,
17160,10/28/2018 21:40,,,,,,,,,r14,cor32,
17161,10/28/2018 20:11,,,,,,,,,r7,cor43,
17162,4/21/2020 22:33,,,,,,,,,r74,cor40,
17163,10/28/2018 21:31,,,,,,,,,r4,cor40,
17164,10/21/2019 13:00,,,,,,,,,r26,cor31,
17165,10/21/2019 12:42,,,,,,,,,r36,cor33,
17166,4/18/2020 10:03,,,,,,,,,r34,cor5,
17167,4/21/2020 22:07,,,,,,,,,r15,cor15,
17168,4/18/2020 10:40,,,,,,,,,r68,cor13,
17169,4/18/2020 9:33,,,,,,,,,r59,cor6,
17170,4/21/2020 23:03,,,,,,,,,r30,cor31,
17171,4/21/2020 22:33,,,,,,,,,r76,cor28,
17172,4/21/2020 21:55,,,,,,,,,r3,cor30,
17173,10/21/2019 14:50,,,,,,,,,r47,cor13,
17174,4/18/2020 8:20,,,,,,,,,r4,cor11,
17175,10/28/2018 20:02,,,,,,,,,r18,cor36,
17176,10/28/2018 21:59,,,,,,,,,r35,cor5,
17177,4/21/2020 23:01,,,,,,,,,r73,cor41,
17178,4/21/2020 21:03,,,,,,,,,r26,cor34,
17179,4/21/2020 21:13,,,,,,,,,r38,cor31,
17180,10/28/2018 22:25,,,,,,,,,r18,cor44,
17181,10/21/2019 14:43,,,,,,,,,r12,cor12,
17182,4/18/2020 9:39,,,,,,,,,r64,cor25,
17183,10/28/2018 21:06,,,,,,,,,r62,cor4,
17184,4/21/2020 20:56,,,,,,,,,r5,cor14,
17185,4/18/2020 9:47,,,,,,,,,r44,cor18,
17186,10/28/2018 20:45,,,,,,,,0.625,r58,cor38,
17187,10/21/2019 13:03,,,,,,,,,r52,cor15,
17188,10/21/2019 14:58,,,,,,,,,r69,cor46,
17189,10/28/2018 21:32,,,,,,,,,r17,cor15,
17190,4/18/2020 9:02,,,,,,,,,r8,cor35,
17191,4/21/2020 21:30,,,,,,,,,r45,cor10,
17192,4/21/2020 21:31,,,,,,,,,r71,cor40,
17193,10/21/2019 15:00,,,,,,,,,r46,cor11,
17194,4/18/2020 8:11,,,,,,,,,r51,cor23,
17195,4/21/2020 21:59,,,,,,,,,r70,cor9,
17196,10/21/2019 13:27,,,,,,,,,r50,cor35,
17197,10/28/2018 21:38,,,,,,,,,r14,cor26,
17198,10/21/2019 14:18,,,,,,,,,r17,cor45,
17199,4/21/2020 21:47,,,,,,,,,r45,cor11,
17200,4/18/2020 9:20,,,,,,,,,r54,cor31,
17201,10/21/2019 14:38,,,,,,,,,r71,cor25,
17202,10/28/2018 20:42,,,,,,,,,r57,cor34,
17203,4/18/2020 9:49,,,,,,,,,r26,cor8,
17204,10/28/2018 22:38,,,,,,,,,r46,cor41,
17205,4/18/2020 8:23,,,,,,,,,r24,cor8,
17206,10/21/2019 12:56,,,,,,,,,r37,cor8,
17207,4/18/2020 8:32,,,,,,,,,r35,cor29,
17208,4/21/2020 22:23,,,,,,,,,r75,cor31,
17209,10/28/2018 20:47,,,,,,,,,r47,cor15,
17210,10/21/2019 13:05,,,,,,,,,r31,cor19,
17211,4/21/2020 23:11,,,,,,,,,r5,cor15,
17212,10/21/2019 14:39,,,,,,,,,r27,cor3,
17213,10/28/2018 20:01,,,,,,,,,r22,cor38,
17214,4/18/2020 8:20,,,,,,,,,r64,cor41,
17215,10/21/2019 14:33,,,,,,,,,r30,cor36,
17216,10/28/2018 20:12,,,,,,,,,r32,cor21,
17217,4/18/2020 9:06,,,,,,,,,r17,cor32,
17218,10/28/2018 21:16,,,,,,,,,r5,cor25,
17219,4/21/2020 22:53,,,,,,,,,r26,cor25,
17220,10/21/2019 13:13,,,,,,,,,r66,cor34,
17221,10/21/2019 13:30,,,,,,,,,r51,cor35,
17222,4/21/2020 22:53,,,,,,,,,r38,cor3,
17223,10/21/2019 13:10,,,,,,,,,r11,cor30,
17224,4/18/2020 9:39,,,,,,,,,r40,cor31,
17225,4/21/2020 20:30,,,,,,,,,r60,cor47,
17226,10/21/2019 14:41,,,,,,,,,r47,cor46,
17227,4/18/2020 8:23,,,,,,,,,r61,cor19,
17228,10/28/2018 22:33,,,,,,,,,r34,cor46,
17229,4/18/2020 9:52,,,,,,,,,r28,cor47,
17230,10/21/2019 13:21,,,,,,,,,r8,cor27,
17231,10/21/2019 13:38,,,,,,,,,r46,cor22,
17232,10/21/2019 14:21,,,,,,,,,r74,cor40,
17233,10/28/2018 20:58,,,,,,,,,r30,cor45,
17234,10/28/2018 21:37,,,,,,,,,r17,cor15,
17235,10/28/2018 21:12,,,,,,,,,r4,cor44,
17236,10/28/2018 21:55,,,,,,,,,r66,cor44,
17237,10/28/2018 21:09,,,,,,,,,r25,cor30,
17238,4/21/2020 21:02,,,,,,,,,r19,cor34,
17239,10/28/2018 20:16,,,,,,,,,r74,cor3,
17240,10/21/2019 14:31,,,,,,,,,r26,cor20,
17241,10/28/2018 22:29,,,,,,,,,r56,cor21,
17242,4/18/2020 8:44,,,,,,,,,r29,cor11,
17243,10/28/2018 20:03,,,,,,,,,r43,cor39,
17244,10/28/2018 20:40,,,,,,,,,r67,cor1,
17245,10/28/2018 22:34,,,,,,,,,r73,cor5,
17246,4/18/2020 9:15,,,,,,,,,r65,cor20,
17247,4/21/2020 22:58,,,,,,,,,r32,cor41,
17248,4/21/2020 20:36,,,,,,,,,r32,cor29,
17249,4/21/2020 23:00,,,,,,,,,r49,cor44,
17250,10/21/2019 13:56,,,,,,,,,r11,cor39,
17251,10/28/2018 20:28,,,,,,,,,r66,cor37,
17252,4/21/2020 22:15,,,,,,,,,r15,cor34,
17253,10/21/2019 14:18,,,,,,,,,r36,cor1,
17254,10/28/2018 21:30,,,,,,,,,r54,cor15,
17255,4/18/2020 9:55,,,,,,,,,r52,cor42,
17256,10/21/2019 14:18,,,,,,,,,r12,cor39,
17257,10/28/2018 21:38,,,,,,,,,r54,cor38,
17258,10/21/2019 13:14,,,,,,,,,r31,cor8,
17259,4/18/2020 8:16,,,,,,,,,r67,cor4,
17260,4/18/2020 9:02,,,,,,,,,r18,cor9,
17261,10/21/2019 14:42,,,,,,,,,r78,cor22,
17262,10/21/2019 15:12,,,,,,,,,r31,cor2,
17263,4/21/2020 20:32,,,,,,,,,r2,cor9,
17264,4/18/2020 8:31,,,,,,,,,r78,cor15,
17265,10/28/2018 20:52,,,,,,,,,r29,cor47,
17266,10/28/2018 20:02,,,,,,,,,r77,cor10,
17267,4/18/2020 9:41,,,,,,,,,r17,cor12,
17268,10/28/2018 20:48,,,,,,,,,r45,cor16,
17269,4/18/2020 10:08,,,,,,,,,r41,cor12,
17270,10/21/2019 12:44,,,,,,,,,r72,cor7,
17271,10/21/2019 13:23,,,,,,,,,r80,cor26,
17272,10/21/2019 13:05,,,,,,,,,r69,cor15,
17273,10/21/2019 14:54,,,,,,,,,r69,cor35,
17274,10/28/2018 20:59,,,,,,,,,r58,cor34,
17275,4/18/2020 10:16,,,,,,,,,r28,cor30,
17276,10/28/2018 20:17,,,,,,,,,r8,cor9,
17277,10/21/2019 14:02,,,,,,,,,r46,cor29,
17278,10/21/2019 15:04,,,,,,,,,r51,cor20,
17279,4/21/2020 20:56,,,,,,,,,r43,cor44,
17280,10/21/2019 14:46,,,,,,,,,r28,cor9,
17281,10/21/2019 13:45,,,,,,,,,r19,cor31,
17282,10/28/2018 20:43,,,,,,,,,r16,cor26,
17283,4/18/2020 9:36,,,,,,,,,r69,cor42,
17284,4/21/2020 22:56,,,,,,,,,r1,cor23,
17285,10/21/2019 12:43,,,,,,,,,r16,cor46,
17286,4/18/2020 9:54,,,,,,,,,r51,cor29,
17287,4/21/2020 21:57,,,,,,,,,r54,cor11,
17288,4/21/2020 20:35,,,,,,,,,r72,cor13,
17289,4/18/2020 8:32,,,,,,,,,r44,cor29,
17290,4/21/2020 21:24,,,,,,,,,r64,cor39,
17291,4/21/2020 21:10,,,,,,,,,r33,cor38,
17292,4/21/2020 22:38,,,,,,,,,r44,cor3,
17293,4/21/2020 21:34,,,,,,,,,r67,cor42,
17294,10/21/2019 13:20,,,,,,,,,r21,cor21,
17295,10/21/2019 15:06,,,,,,,,,r69,cor25,
17296,4/18/2020 9:25,,,,,,,,,r36,cor20,
17297,10/28/2018 21:33,,,,,,,,,r6,cor14,
17298,4/18/2020 10:22,,,,,,,,,r51,cor31,
17299,4/18/2020 8:35,,,,,,,,,r38,cor16,
17300,4/18/2020 8:24,,,,,,,,,r30,cor16,
17301,10/28/2018 22:30,,,,,,,,,r11,cor32,
17302,4/21/2020 21:06,,,,,,,,,r44,cor10,
17303,4/21/2020 22:19,,,,,,,,,r39,cor22,
17304,4/21/2020 20:57,,,,,,,,,r18,cor23,
17305,10/28/2018 20:53,,,,,,,,,r45,cor8,
17306,10/21/2019 13:17,,,,,,,,,r23,cor42,
17307,4/21/2020 21:18,,,,,,,,,r10,cor16,
17308,10/21/2019 14:44,,,,,,,,,r59,cor13,
17309,10/21/2019 14:34,,,,,,,,,r8,cor4,
17310,10/28/2018 21:39,,,,,,,,,r10,cor30,
17311,4/18/2020 9:45,,,,,,,,,r44,cor25,
17312,4/18/2020 10:15,,,,,,,,,r47,cor10,
17313,4/21/2020 23:07,,,,,,,,,r58,cor43,
17314,10/21/2019 14:41,,,,,,,,,r28,cor15,
17315,10/28/2018 20:55,,,,,,,,,r9,cor20,
17316,10/21/2019 13:11,,,,,,,,,r29,cor12,
17317,4/21/2020 21:10,,,,,,,,,r14,cor7,
17318,4/21/2020 22:57,,,,,,,,,r10,cor25,
17319,4/18/2020 10:36,,,,,,,,,r52,cor14,
17320,4/18/2020 8:30,,,,,,,,,r59,cor40,
17321,10/28/2018 20:32,,,,,,,,,r54,cor34,
17322,10/21/2019 15:03,,,,,,,,,r70,cor34,
17323,10/21/2019 15:13,,,,,,,,,r34,cor32,
17324,10/21/2019 15:11,,,,,,,,,r50,cor10,
17325,4/21/2020 21:22,,,,,,,,,r16,cor32,
17326,4/21/2020 22:18,,,,,,,,,r2,cor24,
17327,10/28/2018 20:45,,,,,,,,,r1,cor28,
17328,10/21/2019 14:08,,,,,,,,,r2,cor22,
17329,4/18/2020 10:16,,,,,,,,,r12,cor26,
17330,10/28/2018 21:23,,,,,,,,,r6,cor43,
17331,4/21/2020 20:47,,,,,,,,,r35,cor9,
17332,4/21/2020 21:20,,,,,,,,,r26,cor21,
17333,10/21/2019 14:38,,,,,,,,,r48,cor16,
17334,10/21/2019 15:08,,,,,,,,,r56,cor32,
17335,10/28/2018 20:47,,,,,,,,,r43,cor29,
17336,4/21/2020 22:45,,,,,,,,,r55,cor34,
17337,4/21/2020 22:03,,,,,,,,,r75,cor32,
17338,4/21/2020 21:54,,,,,,,,,r73,cor35,
17339,4/18/2020 8:08,,,,,,,,,r8,cor45,
17340,10/21/2019 14:58,,,,,,,,,r15,cor18,
17341,4/18/2020 10:14,,,,,,,,,r76,cor37,
17342,4/21/2020 22:01,,,,,,,,,r64,cor29,
17343,4/18/2020 9:57,,,,,,,,,r25,cor19,
17344,10/21/2019 14:12,,,,,,,,,r18,cor30,
17345,4/21/2020 22:07,,,,,,,,,r73,cor36,
17346,10/28/2018 21:41,,,,,,,,,r79,cor17,
17347,4/21/2020 22:22,,,,,,,,,r25,cor14,
17348,10/28/2018 22:11,,,,,,,,,r76,cor38,
17349,4/21/2020 22:46,,,,,,,,,r47,cor35,
17350,4/18/2020 9:46,,,,,,,,,r15,cor18,
17351,10/21/2019 14:08,,,,,,,,,r26,cor40,
17352,4/21/2020 22:24,,,,,,,,,r71,cor29,
17353,4/18/2020 10:08,,,,,,,,,r32,cor7,
17354,4/18/2020 9:46,,,,,,,,,r54,cor28,
17355,10/21/2019 12:57,,,,,,,,,r32,cor21,
17356,10/21/2019 14:32,,,,,,,,,r70,cor15,
17357,10/28/2018 22:34,,,,,,,,,r79,cor15,
17358,4/18/2020 8:24,,,,,,,,,r39,cor39,
17359,4/18/2020 9:06,,,,,,,,,r23,cor37,
17360,10/21/2019 13:44,,,,,,,,,r1,cor24,
17361,10/28/2018 21:25,,,,,,,,,r66,cor26,
17362,10/28/2018 22:27,,,,,,,,,r6,cor43,
17363,4/21/2020 22:20,,,,,,,,,r46,cor44,
17364,10/28/2018 22:07,,,,,,,,,r67,cor3,
17365,4/21/2020 21:52,,,,,,,,,r8,cor36,
17366,4/18/2020 10:12,,,,,,,,,r76,cor16,
17367,10/21/2019 15:13,,,,,,,,,r59,cor15,
17368,4/21/2020 20:41,,,,,,,,,r4,cor3,
17369,4/21/2020 20:47,,,,,,,,,r34,cor38,
17370,10/28/2018 21:08,,,,,,,,,r60,cor33,
17371,10/28/2018 22:14,,,,,,,,,r6,cor4,
17372,4/21/2020 22:48,,,,,,,,,r13,cor29,
17373,4/18/2020 8:30,,,,,,,,,r41,cor11,
17374,10/21/2019 12:44,,,,,,,,,r7,cor23,
17375,4/21/2020 20:32,,,,,,,,,r36,cor44,
17376,10/28/2018 21:31,,,,,,,,,r29,cor3,
17377,4/18/2020 9:55,,,,,,,,,r42,cor47,
17378,10/21/2019 14:26,,,,,,,,,r20,cor3,
17379,4/18/2020 10:36,,,,,,,,,r76,cor11,
17380,10/21/2019 14:16,,,,,,,,,r70,cor2,
17381,4/18/2020 8:38,,,,,,,,,r7,cor12,
17382,4/21/2020 21:01,,,,,,,,,r61,cor1,
17383,4/18/2020 8:15,,,,,,,,,r18,cor23,
17384,10/21/2019 14:20,,,,,,,,,r63,cor29,
17385,10/28/2018 21:24,,,,,,,,,r58,cor13,
17386,4/21/2020 21:02,,,,,,,,,r33,cor28,
17387,10/21/2019 15:18,,,,,,,,,r60,cor5,
17388,10/28/2018 21:05,,,,,,,,,r53,cor3,
